frame.number,frame.time_epoch,ip.src,ip.dst,_ws.col.Protocol,frame.len,_ws.col.Info
"1","1634729196.303578000","172.17.0.12","172.17.0.2","UDP (NDN)","81","Interest /ndn/edu/uaslp/lab/blog2"
"2","1634729196.311601000","172.17.0.2","172.17.0.12","UDP (NDN)","227","Data /ndn/edu/uaslp/lab/blog2"
"3","1634729197.325756000","172.17.0.12","172.17.0.3","UDP (NDN)","82","Interest /ndn/edu/uaslp/work/task8"
"4","1634729197.330199000","172.17.0.3","172.17.0.12","UDP (NDN)","230","Data /ndn/edu/uaslp/work/task8"
"5","1634729198.349983000","172.17.0.12","172.17.0.2","UDP (NDN)","81","Interest /ndn/edu/uaslp/lab/blog8"
"6","1634729198.352535000","172.17.0.2","172.17.0.12","UDP (NDN)","227","Data /ndn/edu/uaslp/lab/blog8"
"7","1634729199.372916000","172.17.0.12","172.17.0.3","UDP (NDN)","84","Interest /ndn/edu/uaslp/home/coffee2"
"8","1634729199.377006000","172.17.0.3","172.17.0.12","UDP (NDN)","234","Data /ndn/edu/uaslp/home/coffee2"
"9","1634729200.397775000","172.17.0.12","172.17.0.3","UDP (NDN)","85","Interest /ndn/edu/uaslp/move/moving21"
"10","1634729200.403346000","172.17.0.3","172.17.0.12","UDP (NDN)","235","Data /ndn/edu/uaslp/move/moving21"
"11","1634729201.422273000","172.17.0.12","172.17.0.2","UDP (NDN)","83","Interest /ndn/edu/uaslp/univ/class9"
"12","1634729201.424651000","172.17.0.2","172.17.0.12","UDP (NDN)","231","Data /ndn/edu/uaslp/univ/class9"
"13","1634729201.551889000",,,"ARP","42","Who has 172.17.0.12? Tell 172.17.0.2"
"14","1634729201.551905000",,,"ARP","42","172.17.0.12 is at 02:42:ac:11:00:0c"
