frame.number,frame.time_epoch,ip.src,ip.dst,_ws.col.Protocol,frame.len,_ws.col.Info
"1","1633048870.271645000","172.17.0.7","172.17.0.11","UDP (NDN)","149","Interest /ndn/edu/usalp/%C1.Router/router10/nlsr/INFO/%07%24%08%03ndn%08%03edu%08%05usalp%08%08%C1.Router%08%07router6"
"2","1633048870.273637000","172.17.0.11","172.17.0.7","UDP (NDN)","299","Data /ndn/edu/usalp/%C1.Router/router10/nlsr/INFO/%07%24%08%03ndn%08%03edu%08%05usalp%08%08%C1.Router%08%07router6/35=%00%00%01%7C9L%3D%80"
"3","1633048874.560283000","172.17.0.7","172.17.0.11","UDP (NDN)","85","Interest /ndn/edu/uaslp/move/moving23"
"4","1633048874.560468000","172.17.0.11","172.17.0.16","UDP (NDN)","85","Interest /ndn/edu/uaslp/move/moving23"
"5","1633048874.561483000","172.17.0.16","172.17.0.11","UDP (NDN)","235","Data /ndn/edu/uaslp/move/moving23"
"6","1633048874.561789000","172.17.0.11","172.17.0.7","UDP (NDN)","235","Data /ndn/edu/uaslp/move/moving23"
"7","1633048875.750632000",,,"ARP","42","Who has 172.17.0.7? Tell 172.17.0.11"
"8","1633048875.750787000",,,"ARP","42","Who has 172.17.0.11? Tell 172.17.0.7"
"9","1633048875.750804000",,,"ARP","42","172.17.0.11 is at 02:42:ac:11:00:0b"
"10","1633048875.750810000",,,"ARP","42","172.17.0.7 is at 02:42:ac:11:00:07"
